ID,Layer,Domain,Sub-Domain,Entry Type,Name (Full),Acronym,Issuer / Steward,HQ / Region,Scope,Year Est./Published,Status,Why It Matters,Key Outputs / Standards,Official URL,Notes
XI-032,International,Human Rights,Labour,Framework,ILO Core Labour Standards,ILO-CLS,ILO,"Geneva, Switzerland",Global,1998,Active,Eight core ILO conventions covering fundamental principles of work; basis for supply chain due diligence,"ILO C87, C98, C29, C105, C138, C182, C100, C111; MNE Declaration",https://www.ilo.org/global/standards,UN Specialized Agency
XI-033,International,Human Rights,Business,Framework,UN Guiding Principles on Business and Human Rights,UNGPs,UN OHCHR,"Geneva, Switzerland",Global,2011,Active,Foundational framework for corporate human rights due diligence; basis for EU CSDDD,"Three Pillars: Protect, Respect, Remedy; National Action Plans",https://www.ohchr.org/en/business-and-human-rights,Endorsed by UN Human Rights Council
XI-034,International,Humanitarian,Disaster Risk,Framework,Sendai Framework for Disaster Risk Reduction,SFDRR,UNDRR,"Geneva, Switzerland",Global,2015,Active,15-year global DRR framework (2015-2030); targets and priorities for resilience,Seven targets; four priorities; Sendai Monitor indicators,https://www.undrr.org/implementing-sendai-framework,UNDRR; replaces Hyogo Framework
XI-035,International,Humanitarian,Aid Quality,Framework,Sphere Humanitarian Standards,Sphere,Sphere Association,"Geneva, Switzerland",Global,1997,Active,"Core humanitarian standards and minimum standards in humanitarian response; WASH, food, shelter, health",Sphere Handbook; Core Humanitarian Standard (CHS),https://www.spherestandards.org,NGO-led; widely adopted by UN and NGOs
XI-036,International,Humanitarian,Aid Quality,Framework,Core Humanitarian Standard on Quality and Accountability,CHS,CHS Alliance,"Geneva, Switzerland",Global,2014,Active,Defines commitments of quality and accountability for organizations working in humanitarian crises,9 CHS commitments; CHS certification scheme,https://www.corehumanitarianstandard.org,Multi-agency
XI-037,International,Humanitarian,Cash,Framework,Cash Learning Partnership,CaLP,CaLP,"Oxford, UK",Global,2005,Active,Promotes use of cash and voucher assistance (CVA) as humanitarian modality; quality standards,CaLP CVA standards; CALP State of the World's Cash report,https://www.calpnetwork.org,Consortium
XI-038,International,Development,Aid Effectiveness,Framework,Paris Declaration on Aid Effectiveness,PDAE,OECD-DAC,"Paris, France",Global,2005,Active,"Principles for effective aid: ownership, alignment, harmonization, results, mutual accountability",5 principles; Accra Agenda for Action (2008) follow-on,https://www.oecd.org/dac/effectiveness,OECD-DAC initiative
XI-039,International,Development,SDGs,Framework,UN 2030 Agenda for Sustainable Development,2030 Agenda,UN System,"New York, USA",Global,2015,Active,17 SDGs and 169 targets; universal framework for sustainable development through 2030,SDG 1-17; VNR process; Sustainable Development Reports,https://sdgs.un.org,UN General Assembly Resolution
XI-040,International,Health,Global Health,Framework,International Health Regulations,IHR,WHO,"Geneva, Switzerland",Global,2005,Active,Legally binding global framework for preventing and responding to public health emergencies; COVID-19 implementation; revision ongoing,IHR core capacities; PHEIC declarations; JEE framework,https://www.who.int/health-topics/international-health-regulations,WHO binding framework; 196 parties
XI-041,International,Health,Nutrition,Framework,Codex Alimentarius Commission,CAC,FAO/WHO,"Rome, Italy",Global,1963,Active,"International food standards, guidelines and codes of practice; WTO SPS and TBT reference","CODEX standards, guidelines, codes (1400+)",https://www.fao.org/fao-who-codexalimentarius,FAO/WHO joint body; WTO SPS reference
XI-042,International,Digital,AI,Framework,OECD AI Principles,OECD-AI,OECD,"Paris, France",Global,2019,Active,First intergovernmental AI policy standard; endorsed by 46+ countries; basis for national AI regulations,OECD AI Principles (5 pillars); AI Policy Observatory,https://oecd.ai,OECD Recommendation
XI-043,International,Digital,AI,Framework,UNESCO Recommendation on the Ethics of AI,UNESCO-AI,UNESCO,"Paris, France",Global,2021,Active,First global normative instrument on AI ethics; endorsed by 193 UNESCO member states,Readiness Assessment Methodology (RAM); governance recommendations,https://www.unesco.org/en/artificial-intelligence/recommendation-ethics,UNESCO; universal adoption
XI-044,International,Digital,Cybersecurity,Framework,NIST Cybersecurity Framework,NIST CSF,NIST,"Gaithersburg, MD, USA",Global,2014,Active,Most widely adopted cybersecurity framework globally; used by 50%+ of US critical infrastructure and widely internationally,"CSF 2.0 (2024); 6 functions: Govern, Identify, Protect, Detect, Respond, Recover",https://www.nist.gov/cyberframework,US Government developed; voluntary global use
XI-045,International,Digital,Data,Framework,General Data Protection Regulation,GDPR,European Commission,"Brussels, Belgium",Regional,2018,Active,EU gold standard for data privacy; extra-territorial effect; basis for 160+ national privacy laws globally,GDPR (EU) 2016/679; adequacy decisions; SCCs,https://gdpr.eu,EU Regulation; global benchmark
XI-046,International,Finance,Accounting,Standards Body,International Accounting Standards Board,IASB,IFRS Foundation,"London, UK",Global,1973,Active,"Develops IFRS accounting standards; used in 140+ countries; mandatory in EU, required for listed companies globally",IFRS 1-17 standards; IAS series,https://www.ifrs.org/groups/international-accounting-standards-board,Part of IFRS Foundation
XI-047,International,Supply Chain,Trade,Framework,GS1 Global Standards,GS1,GS1,"Brussels, Belgium",Global,1974,Active,Global supply chain identification and data standards; barcodes in 150 countries; 6 billion scans/day,"GTIN, GS1-128, EAN, GS1 DataMatrix, EDI standards; EPCIS",https://www.gs1.org,Multi-stakeholder
XI-048,International,Quality,Accreditation,Standards Body,International Accreditation Forum,IAF,IAF,Global,Global,1993,Active,Coordinates global accreditation bodies; MLA enables cross-border acceptance,IAF Mandatory Documents; MLA structure,https://www.iaf.nu,Voluntary international body
XI-049,International,Environment,Chemicals,Framework,Minamata Convention on Mercury,Minamata,UNEP,"Geneva, Switzerland",Global,2017,Active,Global treaty to protect human health and environment from mercury; bans new mercury mines,"Mercury controls across products, processes, waste, emissions",https://www.mercuryconvention.org,UNEP treaty
XI-050,International,Health,Tobacco,Framework,WHO Framework Convention on Tobacco Control,FCTC,WHO,"Geneva, Switzerland",Global,2005,Active,First international treaty negotiated under WHO; reduces tobacco use globally; 182 parties,MPOWER measures; illicit trade protocol,https://www.who.int/initiatives/fctc,WHO treaty; 182 parties
XI-051,International,Digital,Telecom,Framework,ITU Radio Regulations,ITU-RR,ITU,"Geneva, Switzerland",Global,1906,Active,Binding treaty governing global spectrum use and satellite orbit coordination,Radio Regulations (RR); frequency allocations; orbit filing,https://www.itu.int,ITU-R binding treaty
XI-052,International,Finance,Audit,Standards Body,International Auditing and Assurance Standards Board,IAASB,IFAC,"New York, USA",Global,1978,Active,"Develops auditing, assurance and related standards; ISA standards used in 120+ countries","ISA standards; ISAE, ISRS, ISQC series",https://www.iaasb.org,Under IFAC
XI-053,International,Finance,Actuarial,Standards Body,International Actuarial Association,IAA,IAA,"Ottawa, Canada",Global,1895,Active,International standards for the actuarial profession; model standards for pension and insurance,IAA Model Standard of Practice; actuarial education standards,https://www.actuaries.org,Professional body
XI-054,International,Environment,Water,Framework,UN Water Convention,UN Water,UNECE,"Geneva, Switzerland",Global,1992,Active,Legally binding framework for protection and use of transboundary water courses and lakes,UNECE Water Convention; Protocol on Water and Health,https://unece.org/environment-policy/water,UNECE treaty; opened globally 2016
XI-055,International,Humanitarian,Refugees,Framework,Global Compact on Refugees,GCR,UNHCR,"Geneva, Switzerland",Global,2018,Active,Framework for more predictable and equitable sharing of responsibilities for refugees,Comprehensive Refugee Response Framework (CRRF); Four Goals,https://www.unhcr.org/gcr,UN General Assembly adopted
XI-056,International,Digital,eCommerce,Framework,UNCITRAL Model Laws,UNCITRAL,UN,"Vienna, Austria",Global,1966,Active,Model laws for international commercial law harmonization; eCommerce and arbitration frameworks,UNCITRAL Model Law on eCommerce; Model Law on Arbitration; CISG,https://uncitral.un.org,UN Commission
XI-057,International,Sustainability,Corporate Governance,Framework,OECD Principles of Corporate Governance,OECD-CG,OECD / G20,"Paris, France",Global,1999,Active,G20/OECD governance principles; basis for national corporate governance codes worldwide,Revised G20/OECD Principles (2023); 6 Principles,https://www.oecd.org/corporate,G20/OECD
XI-058,International,Development,Aid,Framework,Busan Partnership for Effective Development Cooperation,BPEAD,GPEDC,Seoul / New York,Global,2011,Active,Outcome of 4th High Level Forum; links to SDG monitoring; South-South and triangular cooperation,Busan Common Principles; GPEDC monitoring indicators,https://www.effectivecooperation.org,Multi-stakeholder; South-North
XI-059,International,Health,Universal Health Coverage,Framework,Primary Health Care Approach,PHC,WHO,"Geneva, Switzerland",Global,1978,Active,Alma-Ata Declaration (1978) and Astana Declaration (2018); cornerstone of global health system strengthening,Astana Declaration 2018; WHO PHC measurement framework,https://www.who.int/teams/primary-health-care,WHO Framework
XI-060,International,Digital,Open Standards,Standards Body,Organization for the Advancement of Structured Information Standards,OASIS,OASIS,"Burlington, MA, USA",Global,1993,Active,"Open standards for cybersecurity, cloud, IoT, legal, emergency management; 10,000+ participants","STIX, TAXII, MQTT, SAML, ODF, ebXML standards",https://www.oasis-open.org,Open consortium
XI-061,International,Digital,Interoperability,Standards Body,Open Geospatial Consortium,OGC,OGC,"Wayland, MA, USA",Global,1994,Active,"Open standards for geospatial content and services; key for GIS, remote sensing, disaster management","OGC WMS, WFS, WCS, GML, GeoJSON, CityGML",https://www.ogc.org,Open consortium
XI-062,International,Digital,Healthcare IT,Standards Body,Health Level Seven International,HL7,HL7,"Ann Arbor, MI, USA",Global,1987,Active,Develops frameworks and standards for health information exchange; FHIR is key for digital health,"HL7 FHIR, HL7 v2/v3, C-CDA, CDA standards",https://www.hl7.org,ANSI-accredited SDO
XI-063,International,Health,Drug Standards,Standards Body,International Narcotics Control Board,INCB,UN System,"Vienna, Austria",Global,1968,Active,Monitors implementation of UN drug control conventions; quasi-judicial body,Annual Reports; Narcotic Drugs and Psychotropic Substances estimates,https://www.incb.org,UN Treaty Body
XI-064,International,Transport,Road,Standards Body,UN Economic Commission for Europe — Transport,UNECE-WP29,UNECE,"Geneva, Switzerland",Global,1958,Active,"Global automotive technical regulations; vehicle safety, emissions, cybersecurity standards",UNECE vehicle regulations (1958 Agreement); autonomous vehicle standards,https://unece.org/transport/vehicle-regulations,UNECE; 58+ contracting parties
XI-065,International,Finance,Crypto,Framework,International Organisation of Securities Commissions,IOSCO,IOSCO,"Madrid, Spain",Global,1983,Active,Global securities market regulatory standards; DeFi and crypto-asset guidance (2023),IOSCO Principles (38); Policy Recommendations for Crypto and DeFi,https://www.iosco.org,International organization
XI-066,International,Humanitarian,Food Security,Framework,Integrated Phase Classification,IPC,IPC,"Rome, Italy",Global,2004,Active,Evidence-based consensus framework for food security severity classification used by UN agencies,IPC Acute Food Insecurity Scale (Phase 1-5); IPC Chronic Food Insecurity Scale,https://www.ipcinfo.org,Multi-partner initiative
XI-067,International,Quality,Testing,Standards Body,ASTM International,ASTM,ASTM,"West Conshohocken, PA, USA",Global,1898,Active,"Develops voluntary consensus standards for products and materials; 12,000+ standards","ASTM standards (A, B, C, D, E, F, G series)",https://www.astm.org,US-based SDO; global use
XI-068,International,Quality,Certification,Standards Body,Society of Automotive Engineers,SAE International,SAE,"Warrendale, PA, USA",Global,1905,Active,"Technical standards for aerospace, automotive and commercial vehicles; AMS, AS, J standards","SAE J, AS, AMS, ARP standards; SAE J3016 (autonomous driving levels)",https://www.sae.org,ANSI-accredited SDO
XI-069,International,Health,Mental Health,Framework,WHO Mental Health Action Plan,WHO-MHAP,WHO,"Geneva, Switzerland",Global,2013,Active,Global framework for reducing mental health burden; 2013-2030 action plan,Mental health targets; World Mental Health Report 2022,https://www.who.int/publications/i/item/9789241506021,WHO governance
XI-070,International,Development,Gender,Framework,UN Women Gender Standards,UN Women,UN System,"New York, USA",Global,2010,Active,Gender equality and women's empowerment standards; CEDAW implementation support,CEDAW; Sustainable Development Goals gender indicators; HeForShe,https://www.unwomen.org,UN Entity
XI-071,International,Digital,Cloud,Framework,Cloud Security Alliance,CSA,CSA,"Seattle, WA, USA",Global,2009,Active,Security standards for cloud computing environments; STAR registry; CCM framework,CSA CCM; STAR certification; Zero Trust guidance,https://cloudsecurityalliance.org,Industry-led nonprofit
XI-072,International,Finance,Sustainability,Framework,Principles for Responsible Investment,PRI,UN PRI,"London, UK",Global,2006,Active,"Investor framework for ESG integration; 5,000+ signatories managing $120T AUM",6 PRI Principles; Annual Reporting Framework; stewardship codes,https://www.unpri.org,UN-supported
XI-073,International,Finance,Banking,Standards Body,Basel Committee on Banking Supervision,BCBS,BIS,"Basel, Switzerland",Global,1974,Active,Sets global banking capital and liquidity requirements; systemic risk management,Basel III (2010/2017/2023); Basel IV; FRTB; SIFI surcharges,https://www.bis.org/bcbs,G10 central banks
XI-074,International,Trade,Rules of Origin,Framework,WTO Agreement on Rules of Origin,WTO-ARO,WTO,"Geneva, Switzerland",Global,1995,Active,Harmonizes rules for determining country of origin for traded goods; tariff eligibility,Harmonized System integration; preferential vs non-preferential origin rules,https://www.wto.org,WTO Agreement
XI-075,International,Sustainability,Water & Sanitation,Framework,WASH Standards,WASH,UNICEF/WHO,New York/Geneva,Global,2019,Active,"WHO/UNICEF Joint Monitoring Programme standards for water, sanitation and hygiene; SDG 6 measurement",WASH SDG 6 monitoring; safely managed water service standards,https://washdata.org,WHO/UNICEF Joint Programme
DS-001,International,Security,Cybersecurity,Framework,ISO/IEC 27001 Information Security Management,ISO 27001,ISO/IEC JTC 1,"Geneva, Switzerland",Global,2005,Active,"World's leading information security management standard; 70,000+ certified organizations","ISO/IEC 27001:2022; ISO 27002, 27017, 27018 supporting standards",https://www.iso.org/isoiec-27001-information-security.html,ISO/IEC joint standard
DS-002,International,Quality,Management,Framework,ISO 9001 Quality Management Systems,ISO 9001,ISO TC 176,"Geneva, Switzerland",Global,1987,Active,World's most widely adopted management system standard; 1 million+ certifications globally,"ISO 9001:2015; ISO 9000 (definitions), ISO 9004 (guidance)",https://www.iso.org/iso-9001-quality-management.html,ISO standard
DS-003,International,Environment,Management,Framework,ISO 14001 Environmental Management,ISO 14001,ISO TC 207,"Geneva, Switzerland",Global,1996,Active,"Environmental management systems standard; 300,000+ certifications; basis for green supply chains","ISO 14001:2015; ISO 14004, 14064 (GHG), 14040 (LCA)",https://www.iso.org/iso-14001-environmental-management.html,ISO standard
DS-004,International,Health & Safety,Occupational,Framework,ISO 45001 Occupational Health and Safety,ISO 45001,ISO PC 283,"Geneva, Switzerland",Global,2018,Active,Global OHS management systems standard; replaces OHSAS 18001,ISO 45001:2018,https://www.iso.org/iso-45001-occupational-health-and-safety.html,ISO standard
DS-005,International,Food Safety,Management,Framework,ISO 22000 Food Safety Management,ISO 22000,ISO TC 34,"Geneva, Switzerland",Global,2005,Active,Food safety management system standard; integrates HACCP principles; global food supply chain adoption,ISO 22000:2018; ISO/TS 22002 series (PRPs by sector),https://www.iso.org/iso-22000-food-safety-management.html,ISO standard; Codex-aligned
DS-006,International,Health,Medical Devices,Framework,ISO 13485 Medical Devices QMS,ISO 13485,ISO TC 210,"Geneva, Switzerland",Global,2003,Active,Quality management for medical devices; required for regulatory approval in 100+ countries,ISO 13485:2016,https://www.iso.org/iso-13485-medical-devices.html,ISO standard; IMDRF aligned
DS-007,International,Digital,IT Service,Framework,ITIL — IT Infrastructure Library,ITIL,Axelos/PeopleCert,"London, UK",Global,1989,Active,Leading ITSM framework; used by 90%+ of Fortune 500; ITIL 4 is current version,ITIL 4 Service Value System; 34 practices,https://www.axelos.com/certifications/itil-service-management,UK Cabinet Office originated
DS-008,International,Digital,IT Governance,Framework,COBIT — Control Objectives for Information Technology,COBIT,ISACA,"Schaumburg, IL, USA",Global,1996,Active,IT governance and management framework; used by regulators and auditors worldwide,COBIT 2019; 40 governance and management objectives,https://www.isaca.org/resources/cobit,ISACA
DS-009,International,Digital,Project Management,Framework,PRINCE2 Project Management,PRINCE2,Axelos/PeopleCert,"London, UK",Global,1989,Active,Structured project management methodology; widely used in public sector globally,"PRINCE2 7th edition; principles, themes, processes",https://www.axelos.com/certifications/prince2,UK Cabinet Office originated
DS-010,International,Digital,Project Management,Framework,Project Management Body of Knowledge,PMBOK,PMI,"Newtown Square, PA, USA",Global,1996,Active,ANSI-recognized project management standard; PMI certification framework,PMBOK 7th edition; 12 principles; 8 performance domains,https://www.pmi.org/pmbok-guide-standards,PMI; ANSI-accredited
DS-011,International,Finance,Derivatives,Standards Body,International Swaps and Derivatives Association,ISDA,ISDA,"New York, USA",Global,1985,Active,Master Agreement governs 90%+ of global OTC derivatives contracts; reduces systemic risk,ISDA Master Agreement; ISDA SIMM,https://www.isda.org,Industry association
DS-012,International,Finance,Credit,Standards Body,Basel Committee Credit Risk Standards,BCBS-CR,BIS/BCBS,"Basel, Switzerland",Global,2017,Active,Standardized approach for credit risk under Basel III final reform,SA-CR; F-IRB and A-IRB approaches; CVA risk,https://www.bis.org/bcbs,G20 endorsed
DS-013,International,Health,Emergency,Framework,WHO Health Emergency Preparedness,WHO-HEP,WHO,"Geneva, Switzerland",Global,2019,Active,Framework for global health security and emergency preparedness; complements IHR,WHO HEPR framework; NAPHS; APSED for Asia-Pacific,https://www.who.int/emergencies,WHO Secretariat
DS-014,International,Humanitarian,Nutrition,Framework,SPHERE Nutrition Standards,SPHERE-NUT,Sphere Association,"Geneva, Switzerland",Global,2011,Active,Minimum nutrition standards in humanitarian response; MUAC cut-offs; infant feeding,Sphere Minimum Standards in Nutrition; MIYCN standards,https://www.spherestandards.org/handbook/chapters/nutrition,Sphere Handbook
DS-015,International,Education,Quality,Framework,UNESCO Education Quality Framework,UNESCO-EQ,UNESCO,"Paris, France",Global,2005,Active,Global framework for quality education; SDG 4 measurement framework,"SDG 4 indicators; PISA, PIRLS, TIMSS alignment; EFA monitoring",https://www.unesco.org/en/education,UNESCO
DS-016,International,Health,Tobacco,Framework,WHO MPOWER Package,MPOWER,WHO,"Geneva, Switzerland",Global,2008,Active,Six evidence-based tobacco control measures; operationalizes FCTC for country implementation,"Monitor, Protect, Offer, Warn, Enforce, Raise (MPOWER)",https://www.who.int/initiatives/mpower,WHO initiative; FCTC-aligned
DS-017,International,Digital,Open Source,Framework,Open Source Initiative,OSI,OSI,"San Jose, CA, USA",Global,1998,Active,Stewards open source definition; approves open source licenses; promotes open collaboration,OSI Open Source Definition; approved license list (100+),https://opensource.org,Non-profit
DS-018,International,Digital,Blockchain,Framework,ISO TC 307 — Blockchain and Distributed Ledger,ISO TC 307,ISO,"Geneva, Switzerland",Global,2016,Active,Develops international standards for blockchain and DLT technology,"ISO 22739 (Blockchain vocabulary); ISO/TR 23244, 23576",https://www.iso.org/committee/6266604.html,ISO Technical Committee
DS-019,International,Sustainability,Circular Economy,Framework,ISO TC 323 — Circular Economy,ISO TC 323,ISO,"Geneva, Switzerland",Global,2018,Active,Developing standards to support circular economy transition globally,"ISO 59004 (CE terminology), ISO 59010, 59020, 59040",https://www.iso.org/committee/7203984.html,ISO Technical Committee
DS-020,International,Digital,5G,Standards Body,3rd Generation Partnership Project,3GPP,3GPP,Virtual/Global,Global,1998,Active,"Develops 5G, LTE, and mobile communication standards globally; mandatory for device interoperability",5G NR; LTE (4G); Release series,https://www.3gpp.org,Multi-SDO consortium
DS-021,International,Finance,Payments,Standards Body,Society for Worldwide Interbank Financial Telecommunication,SWIFT,SWIFT,"La Hulpe, Belgium",Global,1973,Active,"Global financial messaging network; ISO 20022 migration ongoing; 11,000+ institutions",SWIFT MT/MX messages; ISO 20022; SWIFT gpi,https://www.swift.com,Financial cooperative
DS-022,International,Finance,Payments,Framework,ISO 20022 Financial Messaging,ISO 20022,ISO TC 68,"Geneva, Switzerland",Global,2004,Active,Universal financial industry messaging standard; replacing legacy SWIFT MT messages,ISO 20022 message schemas; CBPR+ for cross-border payments,https://www.iso20022.org,ISO standard; SWIFT adoption
DS-023,International,Health,Coding,Standards Body,WHO International Classification of Diseases,ICD,WHO,"Geneva, Switzerland",Global,1893,Active,Global standard for health information and mortality statistics; ICD-11 launched 2022,ICD-11 (effective 2022); ICD-10 still widely used,https://www.who.int/classifications/classification-of-diseases,WHO; used in 100+ countries
DS-024,International,Health,Nursing,Standards Body,International Council of Nurses,ICN,ICN,"Geneva, Switzerland",Global,1899,Active,Global nursing professional standards; pandemic response guidance; workforce policies,ICN Code of Ethics; International Classification for Nursing Practice (ICNP),https://www.icn.ch,Oldest international professional health organization
DS-025,International,Sustainability,Forests,Framework,Forest Stewardship Council,FSC,FSC,"Bonn, Germany",Global,1993,Active,"Independent, non-governmental forest certification; 220M+ hectares certified globally",FSC Principles and Criteria; chain of custody standard,https://www.fsc.org,Multi-stakeholder
DS-026,International,Food Safety,Organic,Framework,IFOAM Organic Standards,IFOAM,IFOAM,"Bonn, Germany",Global,1972,Active,Organic farming principles and standards; 800+ member organizations; basis for national organic regulations,IFOAM Norms for Organic Production; Organic Guarantee System,https://www.ifoam.bio,Non-governmental
DS-027,International,Transport,Road Safety,Framework,UN Road Safety Conventions,UN-RS,UNECE,"Geneva, Switzerland",Global,1968,Active,"Governs road traffic, signs, signals; basis for national road codes in 100+ countries",Vienna Convention on Road Traffic (1968); Vienna Convention on Road Signs,https://unece.org/transport/road-traffic-safety,UNECE treaty
DS-028,International,Digital,Privacy,Framework,ISO/IEC 29100 Privacy Framework,ISO 29100,ISO/IEC JTC 1/SC 27,"Geneva, Switzerland",Global,2011,Active,International privacy framework; basis for many national and organizational privacy architectures,ISO/IEC 29100:2011; ISO/IEC 29134 (Privacy Impact Assessment),https://www.iso.org/standard/45123.html,ISO/IEC standard
DS-029,International,Quality,Social Responsibility,Framework,ISO 26000 Social Responsibility,ISO 26000,ISO TMB WG SR,"Geneva, Switzerland",Global,2010,Active,"International guidance on social responsibility; covers human rights, environment, labour practices, governance","ISO 26000:2010 (guidance, not certifiable)",https://www.iso.org/iso-26000-social-responsibility.html,ISO standard
DS-030,International,Development,Evaluation,Framework,OECD-DAC Evaluation Criteria,OECD-DAC EC,OECD-DAC,"Paris, France",Global,1991,Active,Six evaluation criteria for development programmes; standard for all major donors and INGOs,"Relevance, Coherence, Effectiveness, Efficiency, Impact, Sustainability",https://www.oecd.org/dac/evaluation,OECD-DAC standard; universally adopted
DS-031,International,Health,WASH,Framework,WHO WASH Technical Standards,WHO-WASH,WHO,"Geneva, Switzerland",Global,2017,Active,"Technical standards for water quality, sanitation and hygiene in health care facilities",WHO water quality guidelines; GLASS water sanitation data,https://www.who.int/teams/environment-climate-change-and-health/water-sanitation-and-health,WHO Secretariat
DS-032,International,Supply Chain,Sustainability,Framework,OECD Due Diligence Guidance for Responsible Supply Chains,OECD-RBC,OECD,"Paris, France",Global,2011,Active,"Guidance for responsible business conduct across global supply chains including minerals, agriculture",5-step due diligence framework; sector-specific supplements,https://www.oecd.org/investment/due-diligence-guidance-for-responsible-business-conduct.htm,OECD Recommendation
DS-033,International,Sustainability,Nature,Framework,Taskforce on Nature-related Financial Disclosures,TNFD,TNFD,"London, UK",Global,2021,Active,Nature-related risk and opportunity disclosure framework for business and finance; parallel to TCFD,TNFD LEAP approach; 14 recommended disclosures,https://tnfd.global,Multi-stakeholder
DS-034,International,Digital,Health,Framework,WHO Digital Health Framework,WHO-DHF,WHO,"Geneva, Switzerland",Global,2020,Active,"Global strategy for digital health; standards for eHealth, mHealth, telemedicine adoption",WHO Global Digital Health Strategy 2020-2025; SMART Guidelines,https://www.who.int/health-topics/digital-health,WHO strategy
DS-035,International,Humanitarian,Accountability,Framework,HAP International Standard,HAP,HAP International,"Geneva, Switzerland",Global,2010,Active,Humanitarian accountability and quality management; merged into CHS 2014,HAP Standard in Accountability and Quality Management (legacy),https://www.corehumanitarianstandard.org,Merged into CHS 2014
DS-036,International,Environment,Marine,Framework,UNCLOS — UN Convention on the Law of the Sea,UNCLOS,UN,"New York, USA",Global,1994,Active,Comprehensive framework governing rights over ocean space; 168 parties; marine environment protection,UNCLOS Parts I-XVII; ISA Mining Code; Biodiversity Beyond National Jurisdiction (BBNJ),https://www.un.org/depts/los,UN treaty; near-universal ratification
DS-037,International,Finance,FinTech,Framework,Principles for Financial Market Infrastructures,PFMI,CPMI-IOSCO,"Basel, Switzerland",Global,2012,Active,"Global standards for payment, clearing and settlement systems; central bank adopted",PFMI 24 principles; FMI disclosure framework,https://www.bis.org/cpmi/publ/d101a.htm,CPMI-IOSCO joint standard
DS-038,International,Sustainability,Energy,Framework,ISO 50001 Energy Management,ISO 50001,ISO TC 301,"Geneva, Switzerland",Global,2011,Active,Energy management system standard; reduces energy use and GHG emissions,ISO 50001:2018; ISO 50002-50006 supporting standards,https://www.iso.org/iso-50001-energy-management.html,ISO standard
DS-039,International,Quality,Calibration,Framework,ISO/IEC 17025 Testing and Calibration Laboratories,ISO/IEC 17025,ISO/CASCO,"Geneva, Switzerland",Global,2005,Active,General requirements for testing and calibration laboratory competence; basis for laboratory accreditation globally,ISO/IEC 17025:2017,https://www.iso.org/iso-iec-17025-testing-and-calibration-laboratories.html,ISO/IEC standard
DS-040,International,Quality,Certification Bodies,Framework,ISO/IEC 17021 Conformity Assessment,ISO/IEC 17021,ISO/CASCO,"Geneva, Switzerland",Global,2006,Active,Requirements for bodies providing audit and certification of management systems,ISO/IEC 17021-1:2015,https://www.iso.org/standard/61651.html,ISO/IEC standard
