entry_type,meta_layer,issuer,issuer_type,governance_layer,geographic_scope,status,mandate,sector_applicability,standard_id,name_full,name_short,year_published,year_first,domain,sub_domain,sigma_id,why_it_matters,key_outputs,official_url,data_source,notes
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5901,Extensions to the IODEF-Document Class for Reporting Phishing,RFC 5901,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5901-2010,Core internet protocol standard,RFC 5901,https://www.rfc-editor.org/rfc/rfc5901.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5902,IAB Thoughts on IPv6 Network Address Translation,RFC 5902,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5902-2010,Core internet protocol standard,RFC 5902,https://www.rfc-editor.org/rfc/rfc5902.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5903,Elliptic Curve Groups modulo a Prime (ECP Groups) for IKE and IKEv2,RFC 5903,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5903-2010,Core internet protocol standard,RFC 5903,https://www.rfc-editor.org/rfc/rfc5903.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5904,RADIUS Attributes for IEEE 802.16 Privacy Key Management Version 1 (PKMv1) Protocol Support,RFC 5904,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5904-2010,Core internet protocol standard,RFC 5904,https://www.rfc-editor.org/rfc/rfc5904.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5905,Network Time Protocol Version 4: Protocol and Algorithms Specification,RFC 5905,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5905-2010,Core internet protocol standard,RFC 5905,https://www.rfc-editor.org/rfc/rfc5905.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5906,Network Time Protocol Version 4: Autokey Specification,RFC 5906,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5906-2010,Core internet protocol standard,RFC 5906,https://www.rfc-editor.org/rfc/rfc5906.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5907,Definitions of Managed Objects for Network Time Protocol Version 4 (NTPv4),RFC 5907,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5907-2010,Core internet protocol standard,RFC 5907,https://www.rfc-editor.org/rfc/rfc5907.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5908,Network Time Protocol (NTP) Server Option for DHCPv6,RFC 5908,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5908-2010,Core internet protocol standard,RFC 5908,https://www.rfc-editor.org/rfc/rfc5908.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5909,Securing Neighbor Discovery Proxy: Problem Statement,RFC 5909,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5909-2010,Core internet protocol standard,RFC 5909,https://www.rfc-editor.org/rfc/rfc5909.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5910,Domain Name System (DNS) Security Extensions Mapping for the Extensible Provisioning Protocol (EPP),RFC 5910,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5910-2010,Core internet protocol standard,RFC 5910,https://www.rfc-editor.org/rfc/rfc5910.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5911,New ASN.1 Modules for Cryptographic Message Syntax (CMS) and S/MIME,RFC 5911,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5911-2010,Core internet protocol standard,RFC 5911,https://www.rfc-editor.org/rfc/rfc5911.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5912,New ASN.1 Modules for the Public Key Infrastructure Using X.509 (PKIX),RFC 5912,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5912-2010,Core internet protocol standard,RFC 5912,https://www.rfc-editor.org/rfc/rfc5912.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5913,Clearance Attribute and Authority Clearance Constraints Certificate Extension,RFC 5913,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5913-2010,Core internet protocol standard,RFC 5913,https://www.rfc-editor.org/rfc/rfc5913.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5914,Trust Anchor Format,RFC 5914,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5914-2010,Core internet protocol standard,RFC 5914,https://www.rfc-editor.org/rfc/rfc5914.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5915,Elliptic Curve Private Key Structure,RFC 5915,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5915-2010,Core internet protocol standard,RFC 5915,https://www.rfc-editor.org/rfc/rfc5915.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5916,Device Owner Attribute,RFC 5916,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5916-2010,Core internet protocol standard,RFC 5916,https://www.rfc-editor.org/rfc/rfc5916.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5917,Clearance Sponsor Attribute,RFC 5917,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5917-2010,Core internet protocol standard,RFC 5917,https://www.rfc-editor.org/rfc/rfc5917.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5918,Label Distribution Protocol (LDP) 'Typed Wildcard' Forward Equivalence Class (FEC),RFC 5918,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5918-2010,Core internet protocol standard,RFC 5918,https://www.rfc-editor.org/rfc/rfc5918.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5919,Signaling LDP Label Advertisement Completion,RFC 5919,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5919-2010,Core internet protocol standard,RFC 5919,https://www.rfc-editor.org/rfc/rfc5919.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5920,Security Framework for MPLS and GMPLS Networks,RFC 5920,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5920-2010,Core internet protocol standard,RFC 5920,https://www.rfc-editor.org/rfc/rfc5920.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5921,A Framework for MPLS in Transport Networks,RFC 5921,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5921-2010,Core internet protocol standard,RFC 5921,https://www.rfc-editor.org/rfc/rfc5921.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5922,Domain Certificates in the Session Initiation Protocol (SIP),RFC 5922,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5922-2010,Core internet protocol standard,RFC 5922,https://www.rfc-editor.org/rfc/rfc5922.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5923,Connection Reuse in the Session Initiation Protocol (SIP),RFC 5923,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5923-2010,Core internet protocol standard,RFC 5923,https://www.rfc-editor.org/rfc/rfc5923.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5924,Extended Key Usage (EKU) for Session Initiation Protocol (SIP) X.509 Certificates,RFC 5924,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5924-2010,Core internet protocol standard,RFC 5924,https://www.rfc-editor.org/rfc/rfc5924.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5925,The TCP Authentication Option,RFC 5925,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5925-2010,Core internet protocol standard,RFC 5925,https://www.rfc-editor.org/rfc/rfc5925.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5926,Cryptographic Algorithms for the TCP Authentication Option (TCP-AO),RFC 5926,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5926-2010,Core internet protocol standard,RFC 5926,https://www.rfc-editor.org/rfc/rfc5926.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5927,ICMP Attacks against TCP,RFC 5927,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5927-2010,Core internet protocol standard,RFC 5927,https://www.rfc-editor.org/rfc/rfc5927.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5928,Traversal Using Relays around NAT (TURN) Resolution Mechanism,RFC 5928,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5928-2010,Core internet protocol standard,RFC 5928,https://www.rfc-editor.org/rfc/rfc5928.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5929,Channel Bindings for TLS,RFC 5929,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5929-2010,Core internet protocol standard,RFC 5929,https://www.rfc-editor.org/rfc/rfc5929.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5930,Using Advanced Encryption Standard Counter Mode (AES-CTR) with the Internet Key Exchange version 02 (IKEv2) Protocol,RFC 5930,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5930-2010,Core internet protocol standard,RFC 5930,https://www.rfc-editor.org/rfc/rfc5930.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5931,Extensible Authentication Protocol (EAP) Authentication Using Only a Password,RFC 5931,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5931-2010,Core internet protocol standard,RFC 5931,https://www.rfc-editor.org/rfc/rfc5931.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5932,Camellia Cipher Suites for TLS,RFC 5932,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5932-2010,Core internet protocol standard,RFC 5932,https://www.rfc-editor.org/rfc/rfc5932.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5933,Use of GOST Signature Algorithms in DNSKEY and RRSIG Resource Records for DNSSEC,RFC 5933,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5933-2010,Core internet protocol standard,RFC 5933,https://www.rfc-editor.org/rfc/rfc5933.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5934,Trust Anchor Management Protocol (TAMP),RFC 5934,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5934-2010,Core internet protocol standard,RFC 5934,https://www.rfc-editor.org/rfc/rfc5934.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5935,Expressing SNMP SMI Datatypes in XML Schema Definition Language,RFC 5935,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5935-2010,Core internet protocol standard,RFC 5935,https://www.rfc-editor.org/rfc/rfc5935.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5936,DNS Zone Transfer Protocol (AXFR),RFC 5936,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5936-2010,Core internet protocol standard,RFC 5936,https://www.rfc-editor.org/rfc/rfc5936.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5937,Using Trust Anchor Constraints during Certification Path Processing,RFC 5937,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5937-2010,Core internet protocol standard,RFC 5937,https://www.rfc-editor.org/rfc/rfc5937.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5938,Individual Session Control Feature for the Two-Way Active Measurement Protocol (TWAMP),RFC 5938,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5938-2010,Core internet protocol standard,RFC 5938,https://www.rfc-editor.org/rfc/rfc5938.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5939,Session Description Protocol (SDP) Capability Negotiation,RFC 5939,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5939-2010,Core internet protocol standard,RFC 5939,https://www.rfc-editor.org/rfc/rfc5939.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5940,Additional Cryptographic Message Syntax (CMS) Revocation Information Choices,RFC 5940,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5940-2010,Core internet protocol standard,RFC 5940,https://www.rfc-editor.org/rfc/rfc5940.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5941,Sharing Transaction Fraud Data,RFC 5941,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5941-2010,Core internet protocol standard,RFC 5941,https://www.rfc-editor.org/rfc/rfc5941.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5942,IPv6 Subnet Model: The Relationship between Links and Subnet Prefixes,RFC 5942,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5942-2010,Core internet protocol standard,RFC 5942,https://www.rfc-editor.org/rfc/rfc5942.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5943,A Dedicated Routing Policy Specification Language Interface Identifier for Operational Testing,RFC 5943,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5943-2010,Core internet protocol standard,RFC 5943,https://www.rfc-editor.org/rfc/rfc5943.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5944,"IP Mobility Support for IPv4, Revised",RFC 5944,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5944-2010,Core internet protocol standard,RFC 5944,https://www.rfc-editor.org/rfc/rfc5944.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5945,Resource Reservation Protocol (RSVP) Proxy Approaches,RFC 5945,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5945-2010,Core internet protocol standard,RFC 5945,https://www.rfc-editor.org/rfc/rfc5945.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5946,Resource Reservation Protocol (RSVP) Extensions for Path-Triggered RSVP Receiver Proxy,RFC 5946,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5946-2010,Core internet protocol standard,RFC 5946,https://www.rfc-editor.org/rfc/rfc5946.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5947,Requirements for Multiple Address of Record (AOR) Reachability Information in the Session Initiation Protocol (SIP),RFC 5947,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5947-2010,Core internet protocol standard,RFC 5947,https://www.rfc-editor.org/rfc/rfc5947.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5948,Transmission of IPv4 Packets over the IP Convergence Sublayer of IEEE 802.16,RFC 5948,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5948-2010,Core internet protocol standard,RFC 5948,https://www.rfc-editor.org/rfc/rfc5948.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5949,Fast Handovers for Proxy Mobile IPv6,RFC 5949,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5949-2010,Core internet protocol standard,RFC 5949,https://www.rfc-editor.org/rfc/rfc5949.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5950,Network Management Framework for MPLS-based Transport Networks,RFC 5950,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5950-2010,Core internet protocol standard,RFC 5950,https://www.rfc-editor.org/rfc/rfc5950.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5951,Network Management Requirements for MPLS-based Transport Networks,RFC 5951,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5951-2010,Core internet protocol standard,RFC 5951,https://www.rfc-editor.org/rfc/rfc5951.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5952,A Recommendation for IPv6 Address Text Representation,RFC 5952,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5952-2010,Core internet protocol standard,RFC 5952,https://www.rfc-editor.org/rfc/rfc5952.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5953,Transport Layer Security (TLS) Transport Model for the Simple Network Management Protocol (SNMP),RFC 5953,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5953-2010,Core internet protocol standard,RFC 5953,https://www.rfc-editor.org/rfc/rfc5953.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5954,Essential Correction for IPv6 ABNF and URI Comparison in RFC 3261,RFC 5954,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5954-2010,Core internet protocol standard,RFC 5954,https://www.rfc-editor.org/rfc/rfc5954.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5955,The application/timestamped-data Media Type,RFC 5955,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5955-2010,Core internet protocol standard,RFC 5955,https://www.rfc-editor.org/rfc/rfc5955.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5956,Forward Error Correction Grouping Semantics in the Session Description Protocol,RFC 5956,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5956-2010,Core internet protocol standard,RFC 5956,https://www.rfc-editor.org/rfc/rfc5956.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5957,Display-Based Address Sorting for the IMAP4 SORT Extension,RFC 5957,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5957-2010,Core internet protocol standard,RFC 5957,https://www.rfc-editor.org/rfc/rfc5957.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5958,Asymmetric Key Packages,RFC 5958,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5958-2010,Core internet protocol standard,RFC 5958,https://www.rfc-editor.org/rfc/rfc5958.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5959,Algorithms for Asymmetric Key Package Content Type,RFC 5959,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5959-2010,Core internet protocol standard,RFC 5959,https://www.rfc-editor.org/rfc/rfc5959.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5960,MPLS Transport Profile Data Plane Architecture,RFC 5960,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5960-2010,Core internet protocol standard,RFC 5960,https://www.rfc-editor.org/rfc/rfc5960.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5961,Improving TCP's Robustness to Blind In-Window Attacks,RFC 5961,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5961-2010,Core internet protocol standard,RFC 5961,https://www.rfc-editor.org/rfc/rfc5961.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5962,Dynamic Extensions to the Presence Information Data Format Location Object (PIDF-LO),RFC 5962,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5962-2010,Core internet protocol standard,RFC 5962,https://www.rfc-editor.org/rfc/rfc5962.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5963,IPv6 Deployment in Internet Exchange Points (IXPs),RFC 5963,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5963-2010,Core internet protocol standard,RFC 5963,https://www.rfc-editor.org/rfc/rfc5963.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5964,Specifying Holes in Location-to-Service Translation (LoST) Service Boundaries,RFC 5964,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5964-2010,Core internet protocol standard,RFC 5964,https://www.rfc-editor.org/rfc/rfc5964.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5965,An Extensible Format for Email Feedback Reports,RFC 5965,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5965-2010,Core internet protocol standard,RFC 5965,https://www.rfc-editor.org/rfc/rfc5965.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5966,DNS Transport over TCP - Implementation Requirements,RFC 5966,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5966-2010,Core internet protocol standard,RFC 5966,https://www.rfc-editor.org/rfc/rfc5966.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5967,The application/pkcs10 Media Type,RFC 5967,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5967-2010,Core internet protocol standard,RFC 5967,https://www.rfc-editor.org/rfc/rfc5967.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5968,Guidelines for Extending the RTP Control Protocol (RTCP),RFC 5968,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5968-2010,Core internet protocol standard,RFC 5968,https://www.rfc-editor.org/rfc/rfc5968.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5969,IPv6 Rapid Deployment on IPv4 Infrastructures (6rd) -- Protocol Specification,RFC 5969,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5969-2010,Core internet protocol standard,RFC 5969,https://www.rfc-editor.org/rfc/rfc5969.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5970,DHCPv6 Options for Network Boot,RFC 5970,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5970-2010,Core internet protocol standard,RFC 5970,https://www.rfc-editor.org/rfc/rfc5970.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5971,GIST: General Internet Signalling Transport,RFC 5971,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5971-2010,Core internet protocol standard,RFC 5971,https://www.rfc-editor.org/rfc/rfc5971.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5972,General Internet Signaling Transport (GIST) State Machine,RFC 5972,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5972-2010,Core internet protocol standard,RFC 5972,https://www.rfc-editor.org/rfc/rfc5972.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5973,NAT/Firewall NSIS Signaling Layer Protocol (NSLP),RFC 5973,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5973-2010,Core internet protocol standard,RFC 5973,https://www.rfc-editor.org/rfc/rfc5973.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5974,NSIS Signaling Layer Protocol (NSLP) for Quality-of-Service Signaling,RFC 5974,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5974-2010,Core internet protocol standard,RFC 5974,https://www.rfc-editor.org/rfc/rfc5974.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 5975,QSPEC Template for the Quality-of-Service NSIS Signaling Layer Protocol (NSLP),RFC 5975,2010,2010,Information Technology,Internet Standards,DG-IETF-RFC5975-2010,Core internet protocol standard,RFC 5975,https://www.rfc-editor.org/rfc/rfc5975.html,IETF RFC Editor,
