identifier,parent,titleEn,titleFr,scopeEn,scopeFr
"11.060.25","11.060","Dental instruments","Instruments dentaires",,
"11.080.01","11.080","Sterilization and disinfection in general","Stérilisation et désinfection en général","Including sterilization methods, air quality of surgery rooms, etc.","Y compris méthodes de stérilisation, qualité de l'air des salles d'opération, etc."
"11.080.10","11.080","Sterilizing equipment","Matériel de stérilisation et de désinfection",,
"11.080.20","11.080","Disinfectants and antiseptics","Désinfectants et antiseptiques","Including indicators","Y compris les indicateurs"
"11.080.30","11.080","Sterilized packaging","Emballage stérile",,
"11.080.99","11.080","Other standards related to sterilization and disinfection","Autres normes de stérilisation et de désinfection",,
"11.100.01","11.100","Laboratory medicine in general","Médecine de laboratoire en général",,
"11.100.10","11.100","In vitro diagnostic test systems","Systèmes de diagnostic in vitro",,
"11.100.20","11.100","Biological evaluation of medical devices","Évaluation biologique des dispositifs médicaux",,
"11.100.30","11.100","Analysis of blood and urine","Analyse du sang et analyse d'urine","Including doping control","Y compris contrôle du dopage"
"11.100.99","11.100","Other standards related to laboratory medicine","Autres normes relatives à la médecine de laboratoire",,
"11.120.01","11.120","Pharmaceutics in general","Pharmacie en général",,
"11.120.10","11.120","Medicaments","Médicaments","Including medical prescriptions and medicinal herbs","Y compris ordonnances et plantes médicinales"
"11.120.20","11.120","Wound dressings and compresses","Pansements et compresses",,
"11.120.99","11.120","Other standards related to pharmaceutics","Autres normes relatives à la pharmacie","Including equipment for pharmaceutical industry","Y compris matériel pour l'industrie pharmaceutique"
"11.180.01","11.180","Aids for disabled and handicapped persons in general","Aides pour les invalides ou handicapés en général",,
"11.180.10","11.180","Aids and adaptation for moving","Aides à la marche","Including wheelchairs, walking sticks and lifting platforms","Y compris fauteuils roulants, cannes de marche et plate-formes élévatrices pour personnes à mobilité réduite"
"11.180.15","11.180","Aids for deaf and hearing impaired people","Aides aux sourds et malentendants",,
"11.180.20","11.180","Aids for incontinence and ostomy","Aides aux incontinents et stomisés",,
"11.180.30","11.180","Aids for blind or partially sighted people","Aides aux aveugles et malvoyants","Including Braille","Y compris le Braille"
"11.180.40","11.180","Aids for drinking and eating","Aides pour boire et manger",,
"11.180.99","11.180","Other standards related to aids for disabled and handicapped people","Autres normes pour les invalides ou handicapés",,
"13.020.01","13.020","Environment and environmental protection in general","Environnement et protection de l'environnement en général",,
"13.020.10","13.020","Environmental management","Management environnemental","Including certification and audit","Y compris certification et audit"
"13.020.20","13.020","Environmental economics. Sustainability","Économie de l'environnement. Durabilité","Including responsible sourcing, procurement, sustainable development, sustainable events management, sustainable communities, smart urban infrastructure, biodiversity","Y compris l'approvisionnement responsable, les achats responsables, le développement durable, le management responsable d'événements, l'aménagement durable, les infrastructures urbaines intelligentes, la biodiversité"
"13.020.30","13.020","Environmental impact assessment","Études d'impact environnemental","Including environmental risk management","Y compris management du risque environnemental"
"13.020.40","13.020","Pollution, pollution control and conservation","Pollution, maîtrise de la pollution et protection de l'environnement","Including ecotoxicology and greenhouse gas emissions","Y compris écotoxicologie, émissions de gaz à effet de serre"
"13.020.50","13.020","Ecolabelling","Écolabels",,
"13.020.55","13.020","Biobased products","Produits biosourcés",,
"13.020.60","13.020","Product life-cycles","Cycle de vie des produits","Including environmental footprint, carbon neutrality","Y compris l'empreinte environnementale, la neutralité carbone"
"13.020.70","13.020","Environmental projects","Projets environnementaux",,
"13.020.99","13.020","Other standards related to environmental protection","Autres normes relatives à la protection de l'environnement",,
"13.030.01","13.030","Wastes in general","Déchets en général",,
"13.030.10","13.030","Solid wastes","Déchets solides",,
"13.030.20","13.030","Liquid wastes. Sludge","Déchets liquides. Boues",,
"13.030.30","13.030","Special wastes","Déchets spéciaux","Including radioactive wastes, hospital wastes, carcasses, electrical, electronic equipment and other hazardous wastes","Y compris déchets radioactifs, déchets hospitaliers, carcasses, équipements électriques et électroniques, ainsi que les autres déchets dangereux"
"13.030.40","13.030","Installations and equipment for waste disposal and treatment","Installations et équipements pour enlèvement et traitement des déchets","Including street cleaning equipment, waste containers, incineration and compaction equipment, equipment for dumping of refuse, landfill sites, etc.","Y compris matériel pour nettoyage des rues, conteneurs à déchets, équipements pour incinération, compactage et stockage des déchets, décharges publiques, etc."
"13.030.50","13.030","Recycling","Recyclage","Including relevant equipment","Y compris l'équipement correspondant"
"13.030.99","13.030","Other standards related to wastes","Autres normes relatives aux déchets","Including waste prevention","Y compris réduction des déchets"
"13.040.01","13.040","Air quality in general","Qualité de l'air en général",,
"13.040.20","13.040","Ambient atmospheres","Air ambiant","Including indoor air","Y compris air intérieur"
"13.040.30","13.040","Workplace atmospheres","Air des lieux de travail",,
"13.040.35","13.040","Cleanrooms and associated controlled environments","Salles propres et environnements contrôlés apparentés",,
"13.040.40","13.040","Stationary source emissions","Émissions de sources fixes",,
"13.040.50","13.040","Transport exhaust emissions","Émissions de gaz d'échappement",,
"13.040.99","13.040","Other standards related to air quality","Autres normes relatives à la qualité de l'air",,
"13.060.01","13.060","Water quality in general","Qualité de l'eau en général",,
"13.060.10","13.060","Water of natural resources","Eau d'origine naturelle",,
"13.060.20","13.060","Drinking water","Eau potable",,
"13.060.25","13.060","Water for industrial use","Eaux à usage industriel","Including water for commercial use: for swimming pools, fish breeding, etc.","Y compris les eaux entrant dans le cadre d'une activité commerciale : eaux de piscine, eaux piscicoles, etc."
"13.060.30","13.060","Sewage water","Eaux usées","Including sewage water disposal and treatment","Y compris assainissement et traitement des eaux usées"
"13.060.45","13.060","Examination of water in general","Essais des eaux en général","Including sampling","Y compris échantillonnage"
"13.060.50","13.060","Examination of water for chemical substances","Détermination des substances chimiques de l'eau",,
"13.060.60","13.060","Examination of physical properties of water","Détermination des propriétés physiques de l'eau",,
"13.060.70","13.060","Examination of biological properties of water","Détermination des propriétés biologiques de l'eau",,
"13.060.99","13.060","Other standards related to water quality","Autres normes relatives à la qualité de l'eau",,
"13.080.01","13.080","Soil quality and pedology in general","Qualité du sol et pédologie en général","Including pollution, erosion, degradation, etc.","Y compris pollution, érosion, dégradation, etc."
"13.080.05","13.080","Examination of soils in general","Essais des sols en général","Including sampling","Y compris échantillonnage"
"13.080.10","13.080","Chemical characteristics of soils","Propriétés chimiques des sols",,
"13.080.20","13.080","Physical properties of soils","Propriétés physiques des sols",,
"13.080.30","13.080","Biological properties of soils","Propriétés biologiques des sols",,
"13.080.40","13.080","Hydrological properties of soils","Propriétés hydrologiques des sols",,
"13.080.99","13.080","Other standards related to soil quality","Autres normes relatives à la qualité du sol","Including agricultural aspects related to soils and re-use of soil materials","Y compris les aspects liés à l'agriculture"
"13.220.01","13.220","Protection against fire in general","Normes générales relatives à la protection contre l'incendie","Including fire safety","Y compris la sécurité incendie"
"13.220.10","13.220","Fire-fighting","Lutte contre l'incendie","Including equipment and vehicles","Y compris le matériel et les véhicules correspondant"
"13.220.20","13.220","Fire protection","Protection contre l'incendie","Including equipment","Y compris le matériel correspondant"
"13.220.40","13.220","Ignitability and burning behaviour of materials and products","Comportement au feu et facilité d'allumage des matériaux et des produits",,
"13.220.50","13.220","Fire-resistance of building materials and elements","Résistance au feu des matériaux et éléments de construction",,
"13.220.99","13.220","Other standards related to protection against fire","Autres normes relatives à la protection contre l'incendie",,
"13.340.01","13.340","Protective equipment in general","Equipements de protection en général",,
"13.340.10","13.340","Protective clothing","Vêtements de protection","Including flameproof clothing","Y compris vêtements ignifuges"
"13.340.20","13.340","Head protective equipment","Matériel de protection de la tête","Including helmets, eye-protectors, hearing protectors, ear muffs, teeth protectors and hoods.","Y compris casques, cagoules, dispositifs de protection des yeux, des dents et des oreilles."
"13.340.30","13.340","Respiratory protective devices","Dispositifs de protection respiratoire",,
"13.340.40","13.340","Hand and arm protection","Protection de la main et du bras","Including protective gloves, sleeves and mits","Y compris gants, moufles et protège-bras"
"13.340.50","13.340","Leg and foot protection","Protection de la jambe et du pied","Including safety boots and shoes","Y compris chaussures et bottes de sécurité"
"13.340.60","13.340","Protection against falling and slipping","Protection contre les chutes","Including safety ropes, harnesses and fall arrestors","Y compris cordes, harnais et dispositifs d'arrêt"
"13.340.70","13.340","Lifejackets, buoyancy aids and flotation devices","Bouées, gilets de sauvetage et dispositifs d'aide à la flottabilité",,
"13.340.99","13.340","Other protective equipment","Autres équipements de protection",,
"17.040.01","17.040","Linear and angular measurements in general","Mesurage de longueur et mesurage angulaire en général",,
"17.040.10","17.040","Limits and fits","Tolérances et ajustements",,
"17.040.20","17.040","Properties of surfaces","Etat de surfaces",,
"17.040.30","17.040","Measuring instruments","Instruments de mesure",,
"17.040.40","17.040","Geometrical Product Specification (GPS)","Spécification géométrique des produits (GPS)",,
"17.040.99","17.040","Other standards related to linear and angular measurements","Autres normes de mesurage de longueur et mesurage angulaire",,
"17.120.01","17.120","Measurement of fluid flow in general","Mesurage de débit des fluides en général",,
"17.120.10","17.120","Flow in closed conduits","Débit dans les conduites fermées",,
"17.120.20","17.120","Flow in open channels","Débit dans les canaux découverts","Including hydrometric determinations","Y compris déterminations hydrométriques"
"17.140.01","17.140","Acoustic measurements and noise abatement in general","Mesurage acoustique et atténuation du bruit en général","Including acoustic insulation","Y compris l'isolation acoustique"
"17.140.20","17.140","Noise emitted by machines and equipment","Bruit émis par les machines et matériel",,
"17.140.30","17.140","Noise emitted by means of transport","Bruit émis par les moyens de transports","Including road noise, railway noise, harbour noise and airport noise","Y compris bruit dû au trafic routier, trafic ferroviaire, trafic portuaire et aérien"
"17.140.50","17.140","Electroacoustics","Électroacoustique","Including sound level meters","Y compris sonomètres"
"17.140.99","17.140","Other standards related to acoustics","Autres normes relatives à l'acoustique",,
"17.180.01","17.180","Optics and optical measurements in general","Optique et mesurage optique en général",,
"17.180.20","17.180","Colours and measurement of light","Couleurs et mesurage de lumière",,
"17.180.30","17.180","Optical measuring instruments","Instruments optiques de mesure","Including spectroscopes, geodetic instruments, etc.","Y compris spectroscopes, instruments géodésiques, etc."
"17.180.99","17.180","Other standards related to optics and optical measurements","Autres normes relatives à l'optique et au mesurage optique",,
"17.200.01","17.200","Thermodynamics in general","Thermodynamique en général",,
"17.200.10","17.200","Heat. Calorimetry","Chaleur. Calorimétrie",,
"17.200.20","17.200","Temperature-measuring instruments","Instruments de mesure de température","Including thermostats","Y compris thermostats"
"17.200.99","17.200","Other standards related to thermodynamics","Autres normes relatives à la thermodynamique",,
"17.220.01","17.220","Electricity. Magnetism. General aspects","Electricité. Magnétisme. Aspects généraux","Including electromagnetism","Y compris électromagnétisme"
"17.220.20","17.220","Measurement of electrical and magnetic quantities","Mesurage des grandeurs électriques et magnétiques","Including measuring instruments, instrument transformers","Y compris instruments de mesure correspondants, transformateurs de mesure"
"17.220.99","17.220","Other standards related to electricity and magnetism","Autres normes relatives à l'électricité et au magnétisme",,
"21.040.01","21.040","Screw threads in general","Filetages en général",,
"21.040.10","21.040","Metric screw threads","Filetages métriques",,
"21.040.20","21.040","Inch screw threads","Filetages en pouces","Including Whitworth screw threads","Y compris filetages Whitworth"
"21.040.30","21.040","Special screw threads","Filetages spéciaux","Including miniature screw threads, pipe threads, etc.","Y compris filetages miniatures, filetages pour tuyauterie (dits "gaz"), etc."
"21.060.01","21.060","Fasteners in general","Éléments de fixation en général",,
"21.060.10","21.060","Bolts, screws, studs","Boulons, vis, goujons",,
"21.060.20","21.060","Nuts","Écrous",,
"21.060.30","21.060","Washers, locking elements","Rondelles, éléments de blocage",,
"21.060.40","21.060","Rivets","Rivets",,
"21.060.50","21.060","Pins, nails","Goupilles, clous",,
"21.060.60","21.060","Rings, bushes, sleeves, collars","Anneaux, douilles, manchons, colliers",,
"21.060.70","21.060","Clamps and staples","Crampons et agrafes",,
"21.060.99","21.060","Other fasteners","Autres éléments de fixation",,
"21.100.01","21.100","Bearings in general","Paliers et roulements en général",,
"21.100.10","21.100","Plain bearings","Paliers lisses",,
"21.100.20","21.100","Rolling bearings","Roulements",,
"21.120.01","21.120","Shafts and couplings in general","Arbres et accouplements en général",,
"21.120.10","21.120","Shafts","Arbres",,
"21.120.20","21.120","Couplings","Accouplements",,
"21.120.30","21.120","Keys and keyways, splines","Clavettes et cannelures",,
"21.120.40","21.120","Balancing and balancing machines","Équilibrage et machines d'équilibrage",,
"21.120.99","21.120","Other standards related to shafts and couplings","Autres normes relatives aux arbres et accouplements",,
"21.220.01","21.220","Flexible drives and transmissions in general","Transmissions et entraînements souples en général",,
"21.220.10","21.220","Belt drives and their components","Entraînements par courroie et leurs composants",,
"21.220.20","21.220","Cable or rope drives and their components","Entraînements par câble et leurs composants",,
"21.220.30","21.220","Chain drives and their components","Entraînements par chaîne et leurs composants",,
"21.220.99","21.220","Other flexible drives and transmissions","Autres transmissions et entraînements souples",,
"23.020.01","23.020","Fluid storage devices in general","Dispositifs d'entreposage des fluides en général",,
"23.020.10","23.020","Stationary containers and tanks","Réservoirs et conteneurs fixes",,
"23.020.20","23.020","Vessels and containers mounted on vehicles","Réservoirs et récipients sur véhicules",,
"23.020.30","23.020","Pressure vessels","Récipients sous pression",,
"23.020.35","23.020","Gas cylinders","Bouteilles à gaz",,
"23.020.40","23.020","Cryogenic vessels","Récipients cryogéniques",,
"23.020.99","23.020","Other fluid storage devices","Autres dispositifs d'entreposage des fluides",,
"23.040.01","23.040","Pipeline components and pipelines in general","Canalisations et accessoires en général",,
"23.040.03","23.040","Pipelines and its parts for external water conveyance systems","Canalisations et leurs composants pour les systèmes d’adduction d’eau",,
"23.040.05","23.040","Pipelines and its parts for external sewage systems","Canalisations et leurs composants pour les systèmes de collecte d’eaux usées et d’eaux pluviales",,
"23.040.07","23.040","Pipelines and its parts for district heat","Canalisations et leurs composants pour le chauffage urbain",,
"23.040.10","23.040","Iron and steel pipes","Canalisations en acier et en fonte",,
"23.040.15","23.040","Non-ferrous metal pipes","Canalisations en métaux non ferreux",,
"23.040.20","23.040","Plastics pipes","Canalisations en matières plastiques",,
"23.040.40","23.040","Metal fittings","Raccords métalliques",,
"23.040.45","23.040","Plastics fittings","Raccords en matières plastiques",,
"23.040.50","23.040","Pipes and fittings of other materials","Canalisations et raccords en autres matériaux",,
"23.040.60","23.040","Flanges, couplings and joints","Brides, assemblages à brides et joints",,
"23.040.70","23.040","Hoses and hose assemblies","Tuyaux et flexibles",,
"23.040.80","23.040","Seals for pipe and hose assemblies","Joints d'étanchéité pour tuyauterie et flexibles",,
"23.040.99","23.040","Other pipeline components","Autres accessoires de canalisation",,
"23.060.01","23.060","Valves in general","Robinetterie en général",,
"23.060.10","23.060","Globe valves","Robinets à soupape",,
"23.060.20","23.060","Ball and plug valves","Robinets à tournant (sphérique, cylindrique ou conique)",,
"23.060.30","23.060","Gate valves","Robinets-vannes",,
"23.060.40","23.060","Pressure regulators","Régulateurs de pression","Including pressure-reducers","Y compris réducteurs de pression"
"23.060.50","23.060","Check valves","Clapets de non-retour",,
"23.060.99","23.060","Other valves","Autres types de robinets",,
"23.100.01","23.100","Fluid power systems in general","Transmissions hydrauliques et pneumatiques en général",,
"23.100.10","23.100","Pumps and motors","Pompes et moteurs",,
"23.100.20","23.100","Cylinders","Vérins",,
"23.100.40","23.100","Piping and couplings","Tuyauterie et raccords",,
"23.100.50","23.100","Control components","Organes de commande","Including valves","Y compris robinets"
"23.100.60","23.100","Filters, seals and contamination of fluids","Filtres, dispositifs d'étanchéité et contamination des fluides",,
"23.100.99","23.100","Other fluid power system components","Autres éléments pour transmissions hydrauliques et pneumatiques",,
"25.040.01","25.040","Industrial automation systems in general","Systèmes d'automatisation industrielle en général",,
"25.040.10","25.040","Machining centres","Centres d'usinage",,
"25.040.20","25.040","Numerically controlled machines","Machines à commande numérique",,
"25.040.30","25.040","Industrial robots. Manipulators","Robots industriels. Manipulateurs",,
"25.040.40","25.040","Industrial process measurement and control","Mesure et contrôle des processus industriels",,
"25.040.99","25.040","Other industrial automation systems","Autres systèmes d'automatisation industrielle",,
"25.060.01","25.060","Machine tool systems in general","Systèmes de machines-outils en général",,
"25.060.10","25.060","Modular units and other devices","Éléments standards et autres dispositifs",,
"25.060.20","25.060","Dividing and tool-workpiece holding devices","Appareils diviseurs et dispositifs de préhension",,
"25.060.99","25.060","Other machine tool systems","Autres systèmes de machines-outils",,
"25.080.01","25.080","Machine tools in general","Machines-outils en général",,
"25.080.10","25.080","Lathes","Tours",,
"25.080.20","25.080","Boring and milling machines","Machines à aléser et à fraiser",,
"25.080.25","25.080","Planing machines","Machines à raboter",,
"25.080.30","25.080","Broaching machines","Machines à brocher",,
"25.080.40","25.080","Drilling machines","Machines à percer",,
"25.080.50","25.080","Grinding and polishing machines","Machines à rectifier et à polir",,
"25.080.60","25.080","Sawing machines","Machines à scier",,
"25.080.99","25.080","Other machine tools","Autres machines-outils",,
"25.100.01","25.100","Cutting tools in general","Outils de coupe en général",,
"25.100.10","25.100","Turning tools","Outils de tour",,
"25.100.20","25.100","Milling tools","Outils à fraiser",,
"25.100.25","25.100","Tools for planing and broaching machines","Outils pour machines à raboter et machines à brocher",,
"25.100.30","25.100","Drills, countersinks, reamers","Forets, outils à chanfreiner et alésoirs",,
"25.100.40","25.100","Saws","Scies",,
"25.100.50","25.100","Taps and threading dies","Tarauds et filières",,
"25.100.60","25.100","Files","Limes",,
"25.100.70","25.100","Abrasives","Abrasifs",,
"25.100.99","25.100","Other cutting tools","Autres outils de coupe",,
"25.120.01","25.120","Chipless working equipment in general","Matériel opérant sans copeaux en général",,
"25.120.10","25.120","Forging equipment. Presses. Shears","Matériel de forgeage. Presses. Cisailles",,
"25.120.20","25.120","Rolling, extruding and drawing equipment","Laminoirs, matériel d'extrudage et d'étirage",,
"25.120.30","25.120","Moulding equipment","Matériel de moulage",,
"25.120.40","25.120","Electrochemical machines","Machines électrochimiques",,
"25.120.99","25.120","Other chipless working equipment","Autres matériels opérant sans copeaux",,
"25.140.01","25.140","Hand-held tools in general","Outils à main en général",,
"25.140.10","25.140","Pneumatic tools","Outils pneumatiques",,
"25.140.20","25.140","Electric tools","Outils électriques",,
"25.140.30","25.140","Hand-operated tools","Outils portatifs à main","Including wrenches, screwdrivers, pliers, nippers, hammers, etc.","Y compris outils de manoeuvre tels que clés, tournevis, pinces, tenailles, marteaux, etc."
"25.140.99","25.140","Other hand-held tools","Autres outils à main",,
"25.160.01","25.160","Welding, brazing and soldering in general","Soudage et brasage en général","Including welders' qualifications","Y compris la qualification des soudeurs"
"25.160.10","25.160","Welding processes","Procédés de soudage","Including thermal cutting and cladding","Y compris coupage thermique et le placage par soudage"
"25.160.20","25.160","Welding consumables","Consommables pour soudage","Including electrodes, filler metals, gases, etc.","Y compris électrodes, métaux d'apport, gaz de soudage, etc."
"25.160.30","25.160","Welding equipment","Matériel de soudage","Including thermal cutting equipment","Y compris matériel de coupage thermique"
"25.160.40","25.160","Welded joints and welds","Joints soudés et soudures","Including welding position and mechanical and non-destructive testing of welded joints","Y compris les positions de soudage et les essais mécaniques et essais non destructifs des joints soudés"
"25.160.50","25.160","Brazing and soldering","Brasage","Including brazing and soldering alloys and equipment","Y compris alliages et équipements à braser"
"25.180.01","25.180","Industrial furnaces in general","Fours industriels en général",,
"25.180.10","25.180","Electric furnaces","Fours électriques",,
"25.180.20","25.180","Fuel furnaces","Fours à combustibles",,
"25.220.01","25.220","Surface treatment and coating in general","Traitement et revêtement de surface en général",,
"25.220.10","25.220","Surface preparation","Préparation de surface","Including surface preparation for painting, cleaning, scouring, blasting, etc.","Y compris préparation de surface avant peinturage, décapage, nettoyage, grenaillage, etc."
"25.220.20","25.220","Surface treatment","Traitement de surface","Including anodization, conversion coating, thermal spraying, etc.","Y compris anodisation, traitements de conversion, projection thermique, etc."
"25.220.40","25.220","Metallic coatings","Revêtements métalliques","Including electrolytic depositions, cathodic coatings, autocatalytic coatings, etc.","Y compris revêtements cathodiques, dépôts électrolytiques, dépôts autocatalytiques, etc."
"25.220.50","25.220","Enamels","Émaux",,
"25.220.60","25.220","Organic coatings","Revêtements organiques",,
"25.220.99","25.220","Other treatments and coatings","Autres traitements et revêtements de surface",,
"27.060.01","27.060","Burners and boilers in general","Brûleurs et chaudières en général",,
"27.060.10","27.060","Liquid and solid fuel burners","Brûleurs à combustible liquide et solide",,
"27.060.20","27.060","Gas fuel burners","Brûleurs à gaz",,
"27.060.30","27.060","Boilers and heat exchangers","Chaudières et échangeurs de chaleur","Including steam pressure vessels","Y compris appareils à pression de vapeur"
"27.120.01","27.120","Nuclear energy in general","Energie nucléaire en général",,
"27.120.10","27.120","Reactor engineering","Ingénierie des réacteurs",,
"27.120.20","27.120","Nuclear power plants. Safety","Centrales nucléaires. Sécurité",,
"27.120.30","27.120","Fissile materials and nuclear fuel technology","Matériaux fissiles et technologie du combustible nucléaire","Including raw materials","Y compris matières premières"
"27.120.99","27.120","Other standards related to nuclear energy","Autres normes relatives à l'énergie nucléaire",,
"29.035.01","29.035","Insulating materials in general","Matériaux isolants électriques en général",,
"29.035.10","29.035","Paper and board insulating materials","Isolants électriques à base de papier et carton",,
"29.035.20","29.035","Plastics and rubber insulating materials","Isolants électriques à base de matière plastique et caoutchouc","Including adhesive tapes","Y compris les rubans adhésifs électriques"
"29.035.30","29.035","Glass and ceramic insulating materials","Isolants électriques à base de verre et céramique",,
"29.035.50","29.035","Mica based materials","Matériaux à base de mica",,
"29.035.60","29.035","Varnished fabrics","Isolants souples vernis",,
"29.035.99","29.035","Other insulating materials","Autres matériaux isolants électriques",,
"29.040.01","29.040","Insulating fluids in general","Fluides isolants en général",,
"29.040.10","29.040","Insulating oils","Huiles isolantes",,
"29.040.20","29.040","Insulating gases","Gaz isolants",,
"29.040.99","29.040","Other insulating fluids","Autres fluides isolants",,
"29.060.01","29.060","Electrical wires and cables in general","Fils et câbles électriques en général",,
"29.060.10","29.060","Wires","Fils","Including electric rods, busbars, etc.","Y compris baguettes, barres conductrices, etc."
"29.060.20","29.060","Cables","Câbles",,
"29.080.01","29.080","Electrical insulation in general","Isolation électrique en général",,
"29.080.10","29.080","Insulators","Isolateurs","Including fittings and other components for insulators","Y compris dispositifs de fixation et autres composants pour isolateurs"
"29.080.20","29.080","Bushings","Traversées isolées",,
"29.080.30","29.080","Insulation systems","Systèmes d'isolation",,
"29.080.99","29.080","Other standards related to insulation","Autres normes relatives à l'isolation",,
"29.100.01","29.100","Components for electrical equipment in general","Composants pour matériel électrique en général",,
"29.100.10","29.100","Magnetic components","Composants magnétiques",,
"29.100.20","29.100","Electric and electromechanical components","Composants électriques et électromécaniques",,
"29.100.99","29.100","Other components for electrical equipment","Autres composants pour matériel électrique",,
"29.120.01","29.120","Electrical accessories in general","Accessoires électriques en général",,
"29.120.10","29.120","Conduits for electrical purposes","Conduits à usage électrique",,
"29.120.20","29.120","Connecting devices","Dispositifs de connexion",,
"29.120.30","29.120","Plugs, socket-outlets, couplers","Prises de courant, prolongateurs, connecteurs",,
"29.120.40","29.120","Switches","Interrupteurs",,
"29.120.50","29.120","Fuses and other overcurrent protection devices","Coupe-circuits à fusibles et autres dispositifs de protection contre les surintensités",,
"29.120.70","29.120","Relays","Relais",,
"29.120.99","29.120","Other electrical accessories","Autres accessoires électriques",,
"29.130.01","29.130","Switchgear and controlgear in general","Appareillages de connexion et de commande en général",,
"29.130.10","29.130","High voltage switchgear and controlgear","Appareillages à haute tension","Including enclosed switchgear and controlgear","Y compris appareillages sous enveloppe"
"29.130.20","29.130","Low voltage switchgear and controlgear","Appareillages de connexion et de commande à basse tension","Including switchgear and controlgear assemblies","Y compris ensembles d'appareillages"
"29.130.99","29.130","Other switchgear and controlgear","Autres appareillages de connexion et de commande",,
"29.140.01","29.140","Lamps in general","Lampes en général",,
"29.140.10","29.140","Lamp caps and holders","Douilles et culots de lampe",,
"29.140.20","29.140","Incandescent lamps","Lampes à incandescence",,
"29.140.30","29.140","Fluorescent lamps. Discharge lamps","Lampes à fluorescence. Lampes à décharge",,
"29.140.40","29.140","Luminaires","Luminaires",,
"29.140.50","29.140","Lighting installation systems","Installations d'éclairage","Including supply track systems","Y compris systèmes d'alimentation électrique par rails"
"29.140.99","29.140","Other standards related to lamps","Autres normes relatives aux lampes",,
"29.160.01","29.160","Rotating machinery in general","Machines électriques tournantes en général",,
"29.160.10","29.160","Components for rotating machines","Composants pour machines tournantes",,
"29.160.20","29.160","Generators","Génératrices",,
"29.160.30","29.160","Motors","Moteurs électriques",,
"29.160.40","29.160","Generating sets","Groupes électrogènes",,
"29.160.99","29.160","Other standards related to rotating machinery","Autres normes relatives aux machines tournantes",,
"29.220.01","29.220","Galvanic cells and batteries in general","Piles galvaniques et accumulateurs en général",,
"29.220.10","29.220","Primary cells and batteries","Piles",,
"29.220.20","29.220","Acid secondary cells and batteries","Accumulateurs acides",,
"29.220.30","29.220","Alkaline secondary cells and batteries","Accumulateurs alcalins",,
"29.220.99","29.220","Other cells and batteries","Autres piles et accumulateurs",,
"29.240.01","29.240","Power transmission and distribution networks in general","Réseaux de transport et de distribution de l'énergie électrique en général",,
"29.240.10","29.240","Substations. Surge arresters","Sous-stations. Parafoudres",,
"29.240.20","29.240","Power transmission and distribution lines","Lignes de transport et de distribution de courant",,
"29.240.30","29.240","Control equipment for electric power systems","Appareil de commande pour lignes électriques",,
"29.240.99","29.240","Other equipment related to power transmission and distribution networks","Autres équipements relatifs aux réseaux de transport et de distribution de courant","Including capacitors for power networks","Y compris condensateurs de puissance pour réseaux d'énergie électrique"
"29.260.01","29.260","Electrical equipment for working in special conditions in general","Installations électriques pour conditions particulières en général",,
"29.260.10","29.260","Electrical installations for outdoor use","Installations électriques pour usage externe",,
"29.260.20","29.260","Electrical apparatus for explosive atmospheres","Matériel électrique pour atmosphères explosives",,
"29.260.99","29.260","Other electrical equipment for working in special conditions","Autres matériels électriques pour conditions particulières",,
"31.040.01","31.040","Resistors in general","Résistances électriques en général",,
"31.040.10","31.040","Fixed resistors","Résistances fixes",,
"31.040.20","31.040","Potentiometers, variable resistors","Potentiomètres, résistances variables",,
"31.040.30","31.040","Thermistors","Thermistances",,
"31.040.99","31.040","Other resistors","Autres résistances électriques",,
"31.060.01","31.060","Capacitors in general","Condensateurs en général",,
"31.060.10","31.060","Fixed capacitors","Condensateurs fixes",,
"31.060.20","31.060","Ceramic and mica capacitors","Condensateurs céramique et mica",,
"31.060.30","31.060","Paper and plastics capacitors","Condensateurs papier et plastique",,
"31.060.40","31.060","Tantalum electrolytic capacitors","Condensateurs électrolytiques au tantale",,
"31.060.50","31.060","Aluminium electrolytic capacitors","Condensateurs électrolytiques à l'aluminium",,
"31.060.60","31.060","Variable capacitors","Condensateurs variables",,
"31.060.70","31.060","Power capacitors","Condensateurs de puissance",,
"31.060.99","31.060","Other capacitors","Autres condensateurs",,
"31.080.01","31.080","Semiconductor devices in general","Dispositifs à semi-conducteurs en général",,
"31.080.10","31.080","Diodes","Diodes",,
"31.080.20","31.080","Thyristors","Thyristors",,
"31.080.30","31.080","Transistors","Transistors",,
"31.080.99","31.080","Other semiconductor devices","Autres dispositifs à semi-conducteurs",,
"31.220.01","31.220","Electromechanical components in general","Composants électromécaniques en général",,
"31.220.10","31.220","Plug-and-socket devices. Connectors","Fiches. Connecteurs",,
"31.220.20","31.220","Switches","Interrupteurs",,
"31.220.99","31.220","Other electromechanical components","Autres composants électromécaniques",,
"33.040.01","33.040","Telecommunication systems in general","Systèmes de télécommunication en général",,
"33.040.20","33.040","Transmission systems","Systèmes de transmission","Including synchronization, cable systems, integrated cabling, pathways and multiplexing","Y compris synchronisation, systèmes câblés, câblage intégré, voies d'accès et multiplexage"
"33.040.30","33.040","Switching and signalling systems","Systèmes de commutation et de signalisation","Including telecommunication call charging and billing aspects","Y compris aspects de taxation et de facturation des appels"
